<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20180520,000000,1290.3000000,1291.4000000,1281.2000000,1283.4000000,106425
20180521,000000,1283.5000000,1296.0000000,1283.0000000,1293.2000000,268325
20180522,000000,1293.2000000,1295.7000000,1288.5000000,1292.1000000,261477
20180523,000000,1292.1000000,1298.4000000,1286.7000000,1296.5000000,330353
20180524,000000,1296.5000000,1306.4000000,1294.9000000,1304.7000000,334214
20180525,000000,1304.6000000,1307.2000000,1299.4000000,1301.2000000,165401
20180527,000000,1299.0000000,1300.4000000,1294.6000000,1296.7000000,51159
20180528,000000,1296.7000000,1306.1000000,1295.2000000,1303.4000000,121647
20180529,000000,1303.5000000,1304.8000000,1291.5000000,1298.3000000,123351
20180530,000000,1298.3000000,1311.5000000,1295.9000000,1309.1000000,87728
20180531,000000,1309.1000000,1310.8000000,1301.0000000,1303.5000000,246082
20180601,000000,1303.5000000,1304.2000000,1293.1000000,1297.9000000,240167
20180603,000000,1296.7000000,1298.6000000,1293.8000000,1297.6000000,72302
20180604,000000,1297.7000000,1302.3000000,1293.5000000,1296.6000000,203817
20180605,000000,1296.6000000,1304.8000000,1294.1000000,1300.9000000,248151
20180606,000000,1300.9000000,1306.1000000,1297.7000000,1302.3000000,215043
20180607,000000,1302.3000000,1307.8000000,1296.0000000,1302.3000000,258598
20180608,000000,1302.4000000,1304.8000000,1301.2000000,1303.5000000,112723
20180610,000000,1303.5000000,1305.7000000,1299.2000000,1299.9000000,69632
20180611,000000,1299.9000000,1307.0000000,1297.8000000,1301.7000000,199106
20180612,000000,1301.7000000,1304.0000000,1294.5000000,1297.7000000,213907
20180613,000000,1297.7000000,1307.5000000,1296.0000000,1306.6000000,270524
20180614,000000,1306.6000000,1313.0000000,1300.3000000,1302.8000000,344410
20180615,000000,1302.8000000,1303.8000000,1277.9000000,1282.0000000,379614
20180617,000000,1281.1000000,1284.9000000,1279.9000000,1284.3000000,61122
20180618,000000,1284.4000000,1286.8000000,1279.5000000,1282.7000000,212391
20180619,000000,1282.7000000,1283.0000000,1272.6000000,1274.5000000,242424
20180620,000000,1274.5000000,1278.6000000,1263.6000000,1264.7000000,237210
20180621,000000,1264.6000000,1273.1000000,1262.4000000,1271.7000000,226614
20180622,000000,1271.7000000,1272.7000000,1268.5000000,1271.1000000,104916
20180624,000000,1272.2000000,1274.4000000,1265.5000000,1271.6000000,77939
20180625,000000,1271.6000000,1272.1000000,1259.4000000,1260.7000000,182107
20180626,000000,1260.7000000,1264.1000000,1255.0000000,1258.0000000,241740
20180627,000000,1258.0000000,1261.9000000,1249.6000000,1251.1000000,231329
20180628,000000,1251.2000000,1255.8000000,1246.9000000,1252.1000000,229476
20180629,000000,1252.2000000,1257.1000000,1249.6000000,1254.2000000,123667
20180701,000000,1253.4000000,1255.6000000,1248.7000000,1249.9000000,61015
20180702,000000,1249.9000000,1252.1000000,1238.8000000,1245.8000000,255039
20180703,000000,1245.9000000,1262.4000000,1245.7000000,1258.0000000,261126
20180704,000000,1257.9000000,1259.7000000,1253.8000000,1254.7000000,118165
20180705,000000,1254.7000000,1261.0000000,1252.2000000,1256.2000000,213301
20180706,000000,1256.3000000,1260.2000000,1254.4000000,1255.9000000,115330
20180708,000000,1255.7000000,1263.2000000,1255.7000000,1262.4000000,71977
20180709,000000,1262.5000000,1266.9000000,1253.1000000,1253.1000000,209988
20180710,000000,1253.1000000,1257.3000000,1247.7000000,1251.4000000,238421
20180711,000000,1251.3000000,1253.0000000,1241.4000000,1245.3000000,219308
20180712,000000,1245.3000000,1248.8000000,1240.4000000,1241.0000000,175611
20180713,000000,1240.9000000,1244.0000000,1236.2000000,1241.8000000,140630
20180715,000000,1241.0000000,1245.8000000,1240.5000000,1244.0000000,53697
20180716,000000,1244.0000000,1245.1000000,1237.4000000,1244.8000000,174515
20180717,000000,1244.8000000,1245.1000000,1220.9000000,1222.4000000,307602
20180718,000000,1222.3000000,1228.4000000,1217.1000000,1218.2000000,231511
20180719,000000,1218.2000000,1229.6000000,1210.7000000,1222.5000000,346423
20180720,000000,1222.5000000,1232.4000000,1222.3000000,1231.9000000,186218
20180722,000000,1231.7000000,1235.2000000,1228.1000000,1228.4000000,83206
20180723,000000,1228.4000000,1232.7000000,1218.1000000,1223.9000000,253707
20180724,000000,1223.9000000,1229.7000000,1223.2000000,1228.6000000,210797
20180725,000000,1228.6000000,1235.3000000,1226.6000000,1227.9000000,243227
20180726,000000,1228.0000000,1230.6000000,1217.8000000,1218.5000000,191378
20180727,000000,1218.4000000,1226.9000000,1216.7000000,1222.2000000,112882
20180729,000000,1222.5000000,1223.3000000,1218.1000000,1220.8000000,6496
20180730,000000,1221.0000000,1232.2000000,1219.9000000,1228.1000000,84858
20180731,000000,1228.1000000,1237.8000000,1222.6000000,1232.1000000,261347
20180801,000000,1232.2000000,1232.7000000,1224.4000000,1226.4000000,196886
20180802,000000,1226.3000000,1226.9000000,1212.5000000,1215.6000000,233309
20180803,000000,1215.6000000,1228.5000000,1215.0000000,1221.9000000,202096
20180805,000000,1222.0000000,1226.0000000,1219.2000000,1220.7000000,62723
20180806,000000,1220.7000000,1221.9000000,1214.4000000,1221.8000000,193095
20180807,000000,1221.8000000,1224.3000000,1216.4000000,1220.3000000,198458
20180808,000000,1220.3000000,1225.6000000,1213.6000000,1220.5000000,259478
20180809,000000,1220.5000000,1225.1000000,1213.1000000,1216.6000000,237904
20180810,000000,1216.7000000,1224.9000000,1216.3000000,1219.2000000,196906
20180812,000000,1218.4000000,1221.4000000,1210.8000000,1212.2000000,103540
20180813,000000,1212.2000000,1212.3000000,1198.6000000,1201.0000000,327359
20180814,000000,1201.0000000,1205.8000000,1193.1000000,1193.1000000,224486
20180815,000000,1193.1000000,1194.5000000,1167.1000000,1187.5000000,398932
20180816,000000,1187.5000000,1188.7000000,1178.5000000,1184.7000000,264677
20180817,000000,1184.7000000,1192.0000000,1181.8000000,1191.8000000,143585
20180819,000000,1190.4000000,1196.5000000,1189.6000000,1194.9000000,69604
20180820,000000,1194.9000000,1203.1000000,1191.4000000,1202.0000000,187331
20180821,000000,1202.1000000,1204.6000000,1194.7000000,1203.2000000,186074
20180822,000000,1203.2000000,1208.4000000,1192.9000000,1195.2000000,237635
20180823,000000,1195.3000000,1199.4000000,1189.5000000,1197.0000000,202021
20180824,000000,1196.9000000,1215.4000000,1196.1000000,1212.3000000,213040
20180826,000000,1214.5000000,1214.7000000,1209.7000000,1210.5000000,67915
20180827,000000,1210.6000000,1220.0000000,1209.3000000,1219.4000000,204264
20180828,000000,1219.5000000,1220.7000000,1205.8000000,1208.6000000,256793
20180829,000000,1208.6000000,1214.0000000,1206.2000000,1208.6000000,223064
20180830,000000,1208.6000000,1214.9000000,1202.1000000,1212.3000000,279836
20180831,000000,1212.3000000,1213.6000000,1204.1000000,1206.9000000,166110
20180902,000000,1206.3000000,1209.5000000,1201.2000000,1208.8000000,69202
20180903,000000,1208.8000000,1209.7000000,1199.1000000,1201.2000000,144049
20180904,000000,1201.2000000,1202.1000000,1195.1000000,1200.3000000,251174
20180905,000000,1200.2000000,1208.8000000,1198.6000000,1208.6000000,198418
20180906,000000,1208.5000000,1212.7000000,1202.2000000,1206.3000000,244942
20180907,000000,1206.3000000,1207.8000000,1198.7000000,1201.8000000,186250
20180909,000000,1200.7000000,1202.1000000,1196.7000000,1199.7000000,78237
20180910,000000,1199.8000000,1203.8000000,1196.2000000,1200.0000000,183064
20180911,000000,1200.0000000,1204.8000000,1192.7000000,1200.7000000,266609
20180912,000000,1200.8000000,1213.9000000,1198.1000000,1211.3000000,269776
20180913,000000,1211.3000000,1218.0000000,1205.0000000,1212.1000000,286598
20180914,000000,1212.1000000,1212.9000000,1197.7000000,1198.3000000,200712
20180916,000000,1199.8000000,1201.9000000,1197.5000000,1201.6000000,58875
20180917,000000,1201.5000000,1209.7000000,1200.3000000,1203.6000000,226553
20180918,000000,1203.6000000,1209.4000000,1201.4000000,1207.6000000,203706
20180919,000000,1207.7000000,1211.4000000,1205.1000000,1206.1000000,215645
20180920,000000,1206.1000000,1215.8000000,1205.9000000,1213.4000000,230555
20180921,000000,1213.3000000,1213.6000000,1196.0000000,1203.3000000,253845
20180923,000000,1204.0000000,1204.3000000,1198.6000000,1203.6000000,54917
20180924,000000,1203.7000000,1208.8000000,1201.3000000,1204.2000000,200361
20180925,000000,1204.2000000,1207.9000000,1203.1000000,1204.0000000,179108
20180926,000000,1204.1000000,1204.5000000,1194.6000000,1200.6000000,328766
20180927,000000,1200.5000000,1201.4000000,1184.3000000,1187.1000000,319945
20180928,000000,1187.0000000,1198.0000000,1185.3000000,1196.2000000,217959
20180930,000000,1196.1000000,1196.5000000,1188.8000000,1189.5000000,61368
20181001,000000,1189.4000000,1198.4000000,1188.1000000,1196.8000000,216841
20181002,000000,1196.8000000,1212.3000000,1192.6000000,1207.7000000,347818
20181003,000000,1207.6000000,1209.2000000,1199.6000000,1202.9000000,242019
20181004,000000,1203.0000000,1210.7000000,1200.5000000,1202.8000000,239624
20181005,000000,1202.9000000,1209.8000000,1201.9000000,1206.7000000,196084
20181007,000000,1206.7000000,1208.0000000,1196.4000000,1198.1000000,84346
20181008,000000,1198.1000000,1198.7000000,1186.0000000,1193.4000000,283128
20181009,000000,1193.4000000,1194.8000000,1186.6000000,1189.8000000,219692
20181010,000000,1189.8000000,1202.0000000,1188.5000000,1201.7000000,279761
20181011,000000,1201.6000000,1230.0000000,1201.1000000,1221.6000000,487980
20181012,000000,1221.5000000,1227.5000000,1219.7000000,1221.6000000,204200
20181014,000000,1221.2000000,1234.1000000,1220.4000000,1234.0000000,74080
20181015,000000,1234.0000000,1236.9000000,1227.3000000,1232.3000000,271067
20181016,000000,1232.3000000,1235.9000000,1223.7000000,1230.6000000,240729
20181017,000000,1230.6000000,1232.9000000,1221.7000000,1226.3000000,215016
20181018,000000,1226.3000000,1233.6000000,1224.1000000,1229.5000000,239582
20181019,000000,1229.5000000,1234.1000000,1228.5000000,1230.0000000,119682
20181021,000000,1230.5000000,1232.6000000,1225.5000000,1226.4000000,56657
20181022,000000,1226.3000000,1239.4000000,1222.8000000,1238.8000000,204514
20181023,000000,1238.9000000,1243.0000000,1231.8000000,1233.6000000,236244
20181024,000000,1233.6000000,1242.0000000,1228.3000000,1235.5000000,221322
20181025,000000,1235.5000000,1240.5000000,1230.5000000,1240.0000000,225176
20181026,000000,1240.1000000,1246.0000000,1233.0000000,1235.4000000,225443
20181028,000000,1236.4000000,1237.6000000,1229.6000000,1231.1000000,69555
20181029,000000,1231.2000000,1234.0000000,1224.1000000,1225.5000000,215196
20181030,000000,1225.5000000,1228.8000000,1216.1000000,1218.9000000,217457
20181031,000000,1218.9000000,1228.3000000,1213.4000000,1227.4000000,212433
20181101,000000,1227.4000000,1239.3000000,1224.0000000,1235.3000000,277931
20181102,000000,1235.4000000,1238.4000000,1231.3000000,1234.6000000,168564
20181104,000000,1234.5000000,1236.8000000,1232.1000000,1233.7000000,48136
20181105,000000,1233.7000000,1237.8000000,1228.4000000,1237.0000000,151909
20181106,000000,1237.1000000,1237.6000000,1224.2000000,1235.2000000,237105
20181107,000000,1235.2000000,1238.4000000,1222.2000000,1224.3000000,190318
20181108,000000,1224.4000000,1228.5000000,1218.6000000,1220.0000000,194362
20181109,000000,1220.0000000,1220.4000000,1207.2000000,1210.3000000,195026
20181111,000000,1210.3000000,1212.0000000,1204.3000000,1207.1000000,71292
20181112,000000,1207.1000000,1208.2000000,1196.6000000,1198.3000000,181854
20181113,000000,1198.3000000,1205.3000000,1197.9000000,1200.7000000,197798
20181114,000000,1200.6000000,1217.2000000,1198.8000000,1211.4000000,259412
20181115,000000,1211.3000000,1218.9000000,1207.1000000,1217.1000000,205037
20181116,000000,1217.1000000,1226.0000000,1216.0000000,1222.0000000,151332
20181118,000000,1223.1000000,1224.2000000,1218.5000000,1222.5000000,61606
20181119,000000,1222.4000000,1226.7000000,1219.6000000,1223.6000000,163241
20181120,000000,1223.6000000,1229.5000000,1220.1000000,1223.3000000,207034
20181121,000000,1223.3000000,1230.9000000,1223.1000000,1228.8000000,163196
20181122,000000,1228.6000000,1229.6000000,1221.8000000,1222.5000000,83450
20181123,000000,1222.5000000,1225.8000000,1220.3000000,1223.4000000,63474
20181125,000000,1223.9000000,1228.6000000,1222.6000000,1226.6000000,54363
20181126,000000,1226.6000000,1226.9000000,1219.4000000,1223.9000000,148103
20181127,000000,1224.0000000,1225.1000000,1211.4000000,1213.2000000,171401
20181128,000000,1213.2000000,1227.7000000,1210.5000000,1224.7000000,123224
20181129,000000,1224.6000000,1231.1000000,1221.1000000,1227.4000000,51328
20181130,000000,1227.4000000,1228.5000000,1221.8000000,1227.8000000,113811
20181202,000000,1227.8000000,1237.8000000,1226.6000000,1235.5000000,83422
20181203,000000,1235.6000000,1246.7000000,1233.1000000,1245.0000000,234650
20181204,000000,1244.9000000,1247.5000000,1238.7000000,1241.5000000,174383
20181205,000000,1241.5000000,1246.3000000,1240.0000000,1241.5000000,123316
20181206,000000,1241.5000000,1249.9000000,1240.6000000,1246.4000000,204431
20181207,000000,1246.4000000,1255.8000000,1245.0000000,1254.0000000,168069
20181209,000000,1255.6000000,1256.6000000,1251.4000000,1252.0000000,61068
20181210,000000,1252.1000000,1255.1000000,1246.9000000,1253.3000000,171672
20181211,000000,1253.4000000,1254.3000000,1245.8000000,1249.7000000,162971
20181212,000000,1249.7000000,1252.6000000,1245.2000000,1246.0000000,136524
20181213,000000,1245.9000000,1248.5000000,1241.3000000,1242.8000000,154014
20181214,000000,1242.8000000,1244.3000000,1236.5000000,1242.3000000,129386
20181216,000000,1242.8000000,1243.8000000,1239.4000000,1243.4000000,35932
20181217,000000,1243.5000000,1253.7000000,1243.0000000,1253.4000000,173691
20181218,000000,1253.5000000,1255.3000000,1249.6000000,1251.7000000,152942
20181219,000000,1251.7000000,1262.2000000,1245.3000000,1259.4000000,293970
20181220,000000,1259.4000000,1270.3000000,1256.7000000,1261.0000000,260230
20181221,000000,1261.0000000,1265.5000000,1257.1000000,1259.1000000,131364
20181223,000000,1260.7000000,1268.6000000,1260.0000000,1263.2000000,50264
20181224,000000,1263.1000000,1273.9000000,1262.9000000,1272.5000000,76182
20181225,000000,1273.5000000,1277.9000000,1267.5000000,1276.5000000,52291
20181226,000000,1276.6000000,1282.3000000,1267.4000000,1275.0000000,208392
20181227,000000,1275.1000000,1284.7000000,1273.2000000,1281.3000000,194368
20181228,000000,1281.3000000,1283.5000000,1278.2000000,1283.4000000,87725
20181230,000000,1283.0000000,1285.8000000,1279.7000000,1284.8000000,32493
20181231,000000,1284.9000000,1286.5000000,1280.2000000,1284.7000000,67545
20190101,000000,1285.0000000,1291.0000000,1280.8000000,1289.4000000,68934
20190102,000000,1289.5000000,1294.3000000,1280.6000000,1290.1000000,215082
20190103,000000,1290.0000000,1300.4000000,1286.4000000,1292.9000000,226677
20190104,000000,1292.8000000,1293.9000000,1278.1000000,1286.2000000,200764
20190106,000000,1287.0000000,1293.9000000,1284.1000000,1292.4000000,72059
20190107,000000,1292.4000000,1297.0000000,1282.7000000,1284.5000000,184747
20190108,000000,1284.5000000,1288.4000000,1280.2000000,1281.7000000,164021
20190109,000000,1281.7000000,1298.0000000,1280.9000000,1293.8000000,233034
20190110,000000,1293.8000000,1295.7000000,1286.7000000,1293.6000000,190717
20190111,000000,1293.7000000,1294.0000000,1287.2000000,1287.9000000,96183
20190113,000000,1288.0000000,1296.6000000,1287.7000000,1295.6000000,66184
20190114,000000,1295.7000000,1296.3000000,1286.5000000,1289.0000000,174758
20190115,000000,1289.0000000,1294.8000000,1286.6000000,1289.2000000,196916
20190116,000000,1289.2000000,1295.4000000,1287.6000000,1293.9000000,155621
20190117,000000,1294.0000000,1294.8000000,1283.0000000,1285.4000000,196452
20190118,000000,1285.3000000,1286.0000000,1280.1000000,1281.3000000,121648
20190120,000000,1280.7000000,1283.0000000,1276.8000000,1278.3000000,53560
20190121,000000,1278.2000000,1284.3000000,1276.0000000,1283.3000000,90419
20190122,000000,1283.2000000,1286.0000000,1278.6000000,1284.2000000,144461
20190123,000000,1284.3000000,1285.1000000,1276.8000000,1278.6000000,178458
20190124,000000,1278.6000000,1284.1000000,1275.3000000,1282.8000000,164977
20190125,000000,1282.9000000,1303.4000000,1282.5000000,1302.5000000,210329
20190127,000000,1302.3000000,1303.7000000,1298.7000000,1300.4000000,57793
20190128,000000,1300.4000000,1308.4000000,1296.5000000,1306.8000000,146061
20190129,000000,1306.8000000,1314.5000000,1305.0000000,1311.8000000,91588
20190130,000000,1311.5000000,1327.4000000,1308.1000000,1327.3000000,65989
20190131,000000,1327.3000000,1331.1000000,1321.3000000,1326.0000000,203887
20190201,000000,1326.0000000,1328.2000000,1320.6000000,1322.0000000,135762
20190203,000000,1322.6000000,1323.6000000,1314.6000000,1314.9000000,45124
20190204,000000,1314.9000000,1319.6000000,1312.7000000,1317.8000000,137513
20190205,000000,1317.7000000,1321.0000000,1316.7000000,1317.4000000,114964
20190206,000000,1317.3000000,1319.3000000,1306.4000000,1310.6000000,148750
20190207,000000,1310.6000000,1315.8000000,1309.3000000,1314.9000000,139194
20190208,000000,1314.9000000,1319.5000000,1314.7000000,1318.2000000,93673
20190210,000000,1318.1000000,1318.7000000,1309.6000000,1310.0000000,50437
20190211,000000,1310.1000000,1317.5000000,1307.1000000,1316.9000000,146390
20190212,000000,1316.8000000,1318.3000000,1311.6000000,1314.5000000,126142
20190213,000000,1314.5000000,1321.7000000,1308.0000000,1309.1000000,218154
20190214,000000,1309.1000000,1320.5000000,1304.7000000,1320.1000000,210682
20190215,000000,1320.1000000,1325.8000000,1317.2000000,1325.0000000,140589
20190217,000000,1325.0000000,1328.5000000,1323.8000000,1327.7000000,51053
20190218,000000,1327.7000000,1333.2000000,1325.9000000,1332.2000000,105386
20190219,000000,1332.2000000,1349.8000000,1331.3000000,1347.7000000,238821
20190220,000000,1347.7000000,1349.4000000,1334.6000000,1338.5000000,246173
20190221,000000,1338.5000000,1340.1000000,1323.3000000,1325.1000000,256972
20190222,000000,1325.2000000,1335.6000000,1324.5000000,1330.7000000,148342
20190224,000000,1331.9000000,1334.1000000,1329.3000000,1332.0000000,60674
20190225,000000,1332.0000000,1334.9000000,1326.4000000,1327.9000000,169381
20190226,000000,1327.9000000,1332.0000000,1325.5000000,1328.5000000,150748
20190227,000000,1328.6000000,1330.8000000,1318.4000000,1326.2000000,194409
20190228,000000,1326.2000000,1328.9000000,1307.3000000,1310.2000000,242667
20190301,000000,1310.2000000,1313.4000000,1291.3000000,1294.5000000,223992
20190303,000000,1294.4000000,1298.1000000,1287.3000000,1288.1000000,84166
20190304,000000,1288.0000000,1290.9000000,1283.8000000,1285.5000000,227704
20190305,000000,1285.4000000,1291.8000000,1282.0000000,1286.1000000,194721
20190306,000000,1286.1000000,1289.3000000,1280.8000000,1286.8000000,179771
20190307,000000,1286.8000000,1296.2000000,1283.2000000,1293.7000000,205928
20190308,000000,1293.6000000,1301.3000000,1291.8000000,1298.6000000,175308
20190310,000000,1298.2000000,1299.2000000,1295.5000000,1296.1000000,47723
20190311,000000,1296.1000000,1297.8000000,1290.6000000,1295.6000000,145601
20190312,000000,1295.6000000,1307.1000000,1295.0000000,1306.7000000,170598
20190313,000000,1306.7000000,1311.6000000,1301.5000000,1301.8000000,168946
20190314,000000,1301.7000000,1304.2000000,1292.5000000,1302.5000000,223439
20190315,000000,1302.5000000,1306.3000000,1300.3000000,1302.3000000,121055
20190317,000000,1302.0000000,1304.1000000,1298.0000000,1303.8000000,49854
20190318,000000,1303.7000000,1307.7000000,1300.8000000,1305.7000000,155554
20190319,000000,1305.7000000,1310.8000000,1301.2000000,1301.8000000,183574
20190320,000000,1301.8000000,1320.2000000,1298.1000000,1317.7000000,328896
20190321,000000,1317.7000000,1318.6000000,1302.8000000,1311.3000000,274333
20190322,000000,1311.4000000,1314.7000000,1309.3000000,1313.4000000,148541
20190324,000000,1313.3000000,1317.6000000,1310.6000000,1317.2000000,47644
20190325,000000,1317.1000000,1324.5000000,1315.2000000,1316.2000000,216053
20190326,000000,1316.1000000,1318.4000000,1312.1000000,1315.6000000,188429
20190327,000000,1315.6000000,1318.8000000,1305.8000000,1307.0000000,105946
20190328,000000,1306.9000000,1307.7000000,1287.7000000,1294.7000000,86019
20190329,000000,1294.7000000,1304.6000000,1294.5000000,1297.0000000,185913
20190331,000000,1297.2000000,1298.5000000,1292.6000000,1295.3000000,67907
20190401,000000,1295.2000000,1301.7000000,1289.5000000,1290.9000000,205371
20190402,000000,1290.9000000,1298.1000000,1290.6000000,1296.7000000,174346
20190403,000000,1296.8000000,1299.0000000,1292.7000000,1295.4000000,148432
20190404,000000,1295.5000000,1298.7000000,1284.9000000,1292.9000000,245750
20190405,000000,1292.9000000,1297.4000000,1288.3000000,1295.9000000,175311
20190407,000000,1295.8000000,1302.1000000,1295.5000000,1301.4000000,59556
20190408,000000,1301.3000000,1307.9000000,1300.3000000,1305.4000000,187995
20190409,000000,1305.4000000,1310.4000000,1304.3000000,1308.3000000,176401
20190410,000000,1308.3000000,1314.7000000,1304.7000000,1308.3000000,219272
20190411,000000,1308.3000000,1308.8000000,1292.9000000,1296.8000000,299594
20190412,000000,1296.9000000,1299.1000000,1293.2000000,1293.5000000,128930
20190414,000000,1294.0000000,1295.2000000,1288.7000000,1289.3000000,66443
20190415,000000,1289.3000000,1293.1000000,1285.3000000,1287.3000000,175350
20190416,000000,1287.2000000,1287.9000000,1275.5000000,1278.7000000,317093
20190417,000000,1278.6000000,1280.2000000,1273.0000000,1277.9000000,210703
20190418,000000,1277.8000000,1279.7000000,1274.5000000,1277.9000000,140171
20190421,000000,1278.0000000,1281.9000000,1277.4000000,1280.9000000,47850
20190422,000000,1281.0000000,1281.8000000,1273.8000000,1275.0000000,140013
20190423,000000,1275.0000000,1275.7000000,1267.9000000,1275.4000000,249903
20190424,000000,1275.4000000,1280.7000000,1271.9000000,1278.9000000,234313
20190425,000000,1278.9000000,1285.4000000,1277.1000000,1284.2000000,223894
20190426,000000,1284.2000000,1290.9000000,1276.0000000,1288.4000000,211798
20190428,000000,1289.0000000,1289.1000000,1282.7000000,1284.4000000,57422
20190429,000000,1284.4000000,1287.0000000,1279.9000000,1285.6000000,193249
20190430,000000,1285.6000000,1288.2000000,1279.2000000,1282.6000000,218734
20190501,000000,1282.6000000,1289.4000000,1271.3000000,1271.8000000,285291
20190502,000000,1271.8000000,1274.2000000,1267.3000000,1271.3000000,220265
20190503,000000,1271.3000000,1283.9000000,1269.0000000,1280.2000000,222116
20190505,000000,1281.8000000,1287.4000000,1281.8000000,1283.7000000,89720
20190506,000000,1283.7000000,1284.9000000,1278.1000000,1283.1000000,198674
20190507,000000,1283.2000000,1289.2000000,1279.1000000,1288.3000000,226730
20190508,000000,1288.4000000,1292.8000000,1280.2000000,1285.7000000,278388
20190509,000000,1285.7000000,1289.2000000,1280.9000000,1285.9000000,258289
20190510,000000,1285.9000000,1290.3000000,1285.1000000,1286.8000000,136048
20190512,000000,1288.3000000,1289.2000000,1282.4000000,1284.2000000,58707
20190513,000000,1284.2000000,1304.2000000,1283.3000000,1298.1000000,339048
20190514,000000,1298.1000000,1300.4000000,1293.6000000,1299.5000000,195191
20190515,000000,1299.6000000,1301.7000000,1295.0000000,1296.3000000,216694
20190516,000000,1296.3000000,1297.2000000,1284.2000000,1286.9000000,243255
20190517,000000,1287.0000000,1287.4000000,1274.6000000,1277.4000000,188620
20190519,000000,1277.6000000,1278.7000000,1273.7000000,1274.7000000,52052
20190520,000000,1274.8000000,1278.8000000,1273.3000000,1274.8000000,158337
20190521,000000,1274.7000000,1275.9000000,1269.0000000,1274.0000000,173645
20190522,000000,1274.0000000,1277.1000000,1272.1000000,1275.3000000,161936
20190523,000000,1275.3000000,1287.1000000,1274.7000000,1281.7000000,270614
20190524,000000,1281.6000000,1284.5000000,1280.1000000,1284.3000000,110734
20190526,000000,1283.5000000,1286.9000000,1283.2000000,1285.4000000,28242
20190527,000000,1285.4000000,1285.9000000,1281.4000000,1284.0000000,59310
20190528,000000,1284.0000000,1284.9000000,1275.1000000,1283.2000000,173204
20190529,000000,1283.2000000,1285.2000000,1273.9000000,1276.0000000,84268
20190530,000000,1275.9000000,1300.6000000,1274.8000000,1299.6000000,90104
20190531,000000,1299.6000000,1311.9000000,1299.5000000,1310.2000000,235261
20190602,000000,1312.5000000,1320.7000000,1310.9000000,1319.2000000,89425
20190603,000000,1319.1000000,1334.1000000,1317.6000000,1329.3000000,339611
20190604,000000,1329.3000000,1340.3000000,1324.7000000,1337.4000000,310237
20190605,000000,1337.4000000,1348.9000000,1331.3000000,1337.8000000,340522
20190606,000000,1338.6000000,1344.2000000,1334.3000000,1340.2000000,139809
20190607,000000,1340.2000000,1352.7000000,1337.0000000,1344.9000000,249100
20190609,000000,1341.2000000,1341.7000000,1329.0000000,1331.0000000,91690
20190610,000000,1331.0000000,1334.1000000,1325.7000000,1325.7000000,189075
20190611,000000,1325.8000000,1342.3000000,1323.6000000,1341.5000000,206411
20190612,000000,1341.5000000,1342.7000000,1333.6000000,1340.3000000,216051
20190613,000000,1340.2000000,1362.2000000,1337.3000000,1357.9000000,229487
20190614,000000,1357.9000000,1359.9000000,1341.4000000,1345.3000000,231714
20190616,000000,1345.5000000,1347.1000000,1336.9000000,1337.9000000,90425
20190617,000000,1337.8000000,1351.6000000,1336.6000000,1349.2000000,212144
20190618,000000,1349.1000000,1358.5000000,1342.7000000,1345.5000000,328000
20190619,000000,1345.4000000,1397.7000000,1344.8000000,1384.1000000,439777
20190620,000000,1384.1000000,1415.4000000,1382.9000000,1393.2000000,501954
20190621,000000,1393.2000000,1404.4000000,1389.8000000,1403.0000000,274044
20190623,000000,1403.9000000,1414.8000000,1403.6000000,1409.1000000,118887
20190624,000000,1409.2000000,1442.9000000,1408.0000000,1434.4000000,460662
20190625,000000,1434.4000000,1439.8000000,1406.6000000,1413.8000000,526965
20190626,000000,1413.8000000,1418.9000000,1404.1000000,1405.6000000,363116
20190627,000000,1405.5000000,1427.8000000,1401.4000000,1418.2000000,336911
20190628,000000,1418.2000000,1418.3000000,1408.6000000,1412.5000000,160028
20190630,000000,1401.8000000,1401.9000000,1384.7000000,1391.4000000,151074
20190701,000000,1391.4000000,1399.4000000,1385.8000000,1396.4000000,292133
20190702,000000,1396.3000000,1441.0000000,1392.6000000,1428.0000000,437339
20190703,000000,1427.9000000,1429.4000000,1412.7000000,1414.6000000,287395
20190704,000000,1414.6000000,1426.8000000,1414.5000000,1416.5000000,127259
20190705,000000,1416.6000000,1418.7000000,1388.6000000,1401.2000000,336552
20190707,000000,1401.0000000,1409.9000000,1395.0000000,1408.1000000,93105
20190708,000000,1408.2000000,1409.5000000,1387.5000000,1389.5000000,255802
20190709,000000,1389.5000000,1402.4000000,1388.3000000,1395.4000000,234834
20190710,000000,1395.4000000,1429.4000000,1393.3000000,1425.5000000,418595
20190711,000000,1425.5000000,1426.0000000,1402.7000000,1410.7000000,313362
20190712,000000,1410.8000000,1418.9000000,1404.5000000,1417.8000000,168849
20190714,000000,1417.7000000,1421.6000000,1411.2000000,1418.1000000,76762
20190715,000000,1418.2000000,1420.0000000,1409.3000000,1415.9000000,201154
20190716,000000,1416.0000000,1418.0000000,1402.2000000,1403.9000000,310495
20190717,000000,1403.9000000,1431.9000000,1401.3000000,1423.1000000,374671
20190718,000000,1423.1000000,1454.4000000,1415.6000000,1440.9000000,462771
20190719,000000,1440.9000000,1443.0000000,1421.1000000,1426.5000000,342967
20190721,000000,1428.5000000,1430.8000000,1423.0000000,1426.4000000,81260
20190722,000000,1426.4000000,1429.9000000,1414.6000000,1418.4000000,246841
